Name,Street,AddressLine2,City,Postcode,URL
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/ness-walk-worldhotels-luxury-83561/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/new-continental-hotel-sure-hotel-collection-by-best-western-84281/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/normanton-park-hotel-sure-hotel-collection-by-best-western-83880/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/oaklands-hall-hotel-sure-hotel-collection-by-best-western-83943/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/orchid-epsom-sure-hotel-collection-by-best-western-84348/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/parkmore-hotel-leisure-club-sure-hotel-collection-by-best-western-83106/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/philipburn-hotel-bw-signature-collection-by-best-western-83532/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/pitbauchlie-house-hotel-sure-hotel-collection-by-best-western-83559/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/plaza-chorley-sure-hotel-collection-by-best-western-84349/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/porth-veor-manor-sure-hotel-collection-by-best-western-83975/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/putney-hotel-bw-signature-collection-by-best-western-84258/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/queensway-hotel-sure-hotel-collection-by-best-western-84273/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/roker-hotel-bw-premier-collection-by-best-western-83888/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/southcrest-manor-hotel-bw-signature-collection-by-best-western-84339/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/st-james-hotel-bw-premier-collection-by-best-western-84322/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/sure-hotel-by-best-western-calais-coquelles-tunnel-s-manche-93911/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/sure-hotel-by-best-western-lockerbie-83550/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/sure-hotel-by-best-western-reading-84271/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/ten-hill-place-hotel-worldhotels-distinctive-84207/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/thames-riviera-hotel-sure-hotel-collection-by-best-western-84382/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-barn-hotel-spa-sure-hotel-collection-by-best-western-84323/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-bold-hotel-bw-signature-collection-by-best-western-84330/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-bridge-house-bw-signature-collection-by-best-western-84335/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-bull-hotel-sure-hotel-collection-by-best-western-84253/
